"waterTemperature","swimSpeed","mass","storageLevel","meanThermo","sdThermo"
0,1.41,30,0.08,417090.408367561,64357.4186334906
0,1.41,30,0.12,177294.388340022,41746.2196684197
0,1.41,30,0.2,-2808.55737497957,29452.9993069988
0,1.41,30,0.36,-124582.637428192,14353.6273221101
0,1.41,30,0.68,-197682.989758274,8566.20514636197
0,1.41,40,0.05,797368.160929237,115897.776249383
0,1.41,40,0.0525,737026.471112847,108527.976530276
0,1.41,40,0.055,685650.429371868,98220.6397133903
0,1.41,40,0.06,595352.546082139,96526.3613957908
0,1.41,40,0.08,363787.53274232,62328.8420679271
0,1.41,40,0.12,132673.401473347,48095.1516506941
0,1.41,40,0.2,-57958.923431469,26830.1760949102
0,1.41,40,0.36,-183558.662906612,14878.3748929934
0,1.41,40,0.68,-258166.271977069,8808.66989437286
0,1.41,50,0.05,772236.898339868,124026.290000538
0,1.41,50,0.0525,738754.008150321,123814.421660384
0,1.41,50,0.055,644249.485809362,106026.465892595
0,1.41,50,0.06,567250.135112823,105170.821870209
0,1.41,50,0.08,334060.670122397,71351.9247183866
0,1.41,50,0.12,85315.4585076154,49284.5197794519
0,1.41,50,0.2,-113395.595049358,31594.1804856493
0,1.41,50,0.36,-239250.552169003,17958.1035868196
0,1.41,50,0.68,-317946.334512812,9204.50890807813
0,1.41,60,0.05,750999.602436829,116490.800025515
0,1.41,60,0.0525,679605.101060125,123264.233036036
0,1.41,60,0.055,614119.14875082,111651.659436678
0,1.41,60,0.06,547340.273907855,91964.777146727
0,1.41,60,0.08,300877.943321951,75180.3598867432
0,1.41,60,0.12,46001.7164035831,52863.3503888063
0,1.41,60,0.2,-153250.031691986,30618.7406226368
0,1.41,60,0.36,-291527.617178599,16171.8233180316
0,1.41,60,0.68,-371982.114138286,10685.766467142
0,1.41,70,0.05,718879.967308987,126178.985885908
0,1.41,70,0.0525,665241.107845128,105480.435400888
0,1.41,70,0.055,609547.345286911,122389.632238986
0,1.41,70,0.06,509351.784588768,91366.7797925047
0,1.41,70,0.08,257357.974265693,79207.8157708772
0,1.41,70,0.12,-4598.0880656603,47625.7585755043
0,1.41,70,0.2,-201554.271752989,30552.5317484286
0,1.41,70,0.36,-345418.560541159,18120.745393427
0,1.41,70,0.68,-425232.228941588,8940.85179229823
0,1.41,80,0.05,696781.328532281,124078.920651518
0,1.41,80,0.0525,631154.103552457,125631.765921841
0,1.41,80,0.055,571964.781952681,111227.64458405
0,1.41,80,0.06,468745.394712114,91724.0181927536
0,1.41,80,0.08,211427.332044685,77983.4354285722
0,1.41,80,0.12,-36442.6453667278,48948.2043843703
0,1.41,80,0.2,-254281.92247873,28536.565315736
0,1.41,80,0.36,-397946.188889,18825.8324334248
0,1.41,80,0.68,-476372.544809532,8866.33680821696
0,1.41,90,0.05,652804.818447054,138495.017379084
0,1.41,90,0.0525,576616.737504856,109947.061554769
0,1.41,90,0.055,557015.456724472,100546.551955653
0,1.41,90,0.06,444186.090964494,91149.8157488296
0,1.41,90,0.08,180931.527568848,81220.1601839893
0,1.41,90,0.12,-104992.391206095,54397.607157914
0,1.41,90,0.2,-299662.596546755,35663.8096140953
0,1.41,90,0.36,-445757.567970518,15315.575984916
0,1.41,90,0.68,-526331.419366687,9976.23303661517
0,1.88,10,0.05,784372.119290657,97415.3189332424
0,1.88,10,0.0525,751171.863293694,97542.0994232703
0,1.88,10,0.055,714581.871417458,81589.5729296176
0,1.88,10,0.06,635114.696412601,79016.9200864331
0,1.88,10,0.08,447457.783419407,60536.4469421174
0,1.88,10,0.12,250081.800373164,34960.6424248105
0,1.88,10,0.2,97997.2749679506,24021.8970203723
0,1.88,10,0.36,-3466.04142549215,13408.7346002115
0,1.88,10,0.68,-65084.9705453365,6780.79711420063
0,1.88,20,0.05,797248.898317226,107600.176111804
0,1.88,20,0.0525,762595.885891084,92364.3345728835
0,1.88,20,0.055,715103.140343378,88754.8620255846
0,1.88,20,0.06,641177.24554068,76791.4581394816
0,1.88,20,0.08,431345.739318788,59144.4257407706
0,1.88,20,0.12,211146.416456909,42145.9108655834
0,1.88,20,0.2,34731.1593174607,25353.3263033443
0,1.88,20,0.36,-76887.0236916894,15384.4159002785
0,1.88,20,0.68,-142967.004807206,7852.11628313718
0,1.88,30,0.05,807042.316743821,107663.694499369
0,1.88,30,0.0525,739790.914577147,108021.072767506
0,1.88,30,0.055,703007.068594689,87770.1961739506
0,1.88,30,0.06,586980.796347788,88277.1968922943
0,1.88,30,0.08,394382.312570467,64717.1881890048
0,1.88,30,0.12,165021.427453612,45229.8492506902
0,1.88,30,0.2,-20145.7592340745,30467.8721313351
0,1.88,30,0.36,-140688.065979067,16186.9332761816
0,1.88,30,0.68,-211207.778936697,7862.75263422557
0,1.88,40,0.05,776140.233877986,108128.29116766
0,1.88,40,0.0525,732837.858224636,109163.963460018
0,1.88,40,0.055,684636.173516358,89768.8857996738
0,1.88,40,0.06,594044.029144009,96422.5965397542
0,1.88,40,0.08,355564.57939849,63019.6071921099
0,1.88,40,0.12,118321.911482331,47877.2128593237
0,1.88,40,0.2,-78707.8551791383,28334.3737550689
0,1.88,40,0.36,-202107.822345999,18353.9769078902
0,1.88,40,0.68,-278329.480947132,8680.20553828964
0,1.88,50,0.05,742734.460551011,121812.124115753
0,1.88,50,0.0525,682177.101834842,105908.284245541
0,1.88,50,0.055,645249.908684179,110525.343781202
0,1.88,50,0.06,555815.581687924,110146.723220362
0,1.88,50,0.08,304886.56044135,79497.8847292329
0,1.88,50,0.12,60478.8767829781,49496.5188230151
0,1.88,50,0.2,-134228.214803775,28039.4805717243
0,1.88,50,0.36,-261903.938798038,17619.5115466695
0,1.88,50,0.68,-338837.011375785,9688.11821626356
0,1.88,60,0.05,711954.114761063,125271.397118667
0,1.88,60,0.0525,651231.634436591,100600.482112306
0,1.88,60,0.055,604495.844564906,112259.101157962
0,1.88,60,0.06,509024.879566797,110253.014662813
0,1.88,60,0.08,286293.845089783,72632.4633057477
0,1.88,60,0.12,13827.0786112754,55824.9890516495
0,1.88,60,0.2,-182441.55012615,29859.9015947691
0,1.88,60,0.36,-318095.572346363,15844.7999318679
0,1.88,60,0.68,-397599.963011696,9272.25306210188
0,1.88,70,0.05,695851.820113617,133998.950510428
0,1.88,70,0.0525,631759.795229452,105657.059264373
0,1.88,70,0.055,576417.408033049,106133.185581236
0,1.88,70,0.06,497553.845451254,98711.5714856466
0,1.88,70,0.08,235280.815426116,78135.6412385911
0,1.88,70,0.12,-30974.617480805,52244.0261563443
0,1.88,70,0.2,-234498.122098783,33322.0223996358
0,1.88,70,0.36,-371576.915746855,17465.0320639883
0,1.88,70,0.68,-452389.117578006,10664.084025642
0,1.88,80,0.05,654114.492669149,127881.042523307
0,1.88,80,0.0525,592883.955749706,138902.401158162
0,1.88,80,0.055,512010.271463193,111187.652532182
0,1.88,80,0.06,432917.264573123,98982.007887492
0,1.88,80,0.08,186545.617385548,69703.2569378622
0,1.88,80,0.12,-74393.2591960174,51823.067907172
0,1.88,80,0.2,-278912.923823953,33969.2040446949
0,1.88,80,0.36,-424152.431633578,17808.3384752848
0,1.88,80,0.68,-506729.41037991,10875.2513994849
0,1.88,90,0.05,635765.870829346,128970.67554616
0,1.88,90,0.0525,564033.433612101,110553.981847135
0,1.88,90,0.055,515729.589837168,107039.652314535
0,1.88,90,0.06,420485.312168024,91892.5301744647
0,1.88,90,0.08,131967.044815241,84097.7031413846
0,1.88,90,0.12,-132275.797050379,50821.9098514631
0,1.88,90,0.2,-337698.575928462,33031.4634391969
0,1.88,90,0.36,-474744.05582078,19759.8112253095
0,1.88,90,0.68,-559929.584824555,10325.9575742474
0,2.35,10,0.05,789417.033715711,93915.2873203647
0,2.35,10,0.0525,761090.337912664,97226.9488096807
0,2.35,10,0.055,717846.96213263,85732.3945068702
0,2.35,10,0.06,635932.275756615,77870.8619821484
0,2.35,10,0.08,433041.316263783,61579.892961691
0,2.35,10,0.12,245469.147160888,36185.8875513278
0,2.35,10,0.2,92659.9409487082,26459.1983039092
0,2.35,10,0.36,-11905.2784913026,12455.8530905215
0,2.35,10,0.68,-75840.7955439279,7525.03134464092
0,2.35,20,0.05,793591.822102081,109684.266132216
0,2.35,20,0.0525,756141.939294178,90630.1652911249
0,2.35,20,0.055,710027.267107968,92875.3847918548
0,2.35,20,0.06,611910.423379495,86454.2023065558
0,2.35,20,0.08,410796.320466015,59466.9829866262
0,2.35,20,0.12,190331.082579355,45675.7665498715
0,2.35,20,0.2,21657.9996227941,27768.8033225484
0,2.35,20,0.36,-92232.2531402694,13950.9544808387
0,2.35,20,0.68,-158585.902001037,7793.01154620719
0,2.35,30,0.05,782264.094204122,104775.343571265
0,2.35,30,0.0525,738691.324637228,103803.700215739
0,2.35,30,0.055,683119.418681965,92277.1642579007
0,2.35,30,0.06,587980.118425991,96056.0561705329
0,2.35,30,0.08,381743.63361575,70812.0888610546
0,2.35,30,0.12,141980.813486167,40008.4288095716
0,2.35,30,0.2,-37078.6281933987,25838.8254362522
0,2.35,30,0.36,-162517.464490245,16867.1891352595
0,2.35,30,0.68,-233092.058016684,8993.56454299911
0,2.35,40,0.05,754485.011123034,106140.489022654
0,2.35,40,0.0525,693065.139820123,108194.615703024
0,2.35,40,0.055,648548.489559263,102107.651040425
0,2.35,40,0.06,560390.629653079,95875.5282635347
0,2.35,40,0.08,330483.972149203,75406.2841584064
0,2.35,40,0.12,86878.960040628,46834.1956468976
0,2.35,40,0.2,-96478.2485410714,24896.748630465
0,2.35,40,0.36,-229261.982282538,18533.2849916493
0,2.35,40,0.68,-302799.734675834,7969.06259398464
0,2.35,50,0.05,707368.339818897,123377.506725078
0,2.35,50,0.0525,662279.321536619,114262.155511285
0,2.35,50,0.055,612296.997012486,107480.095480123
0,2.35,50,0.06,524242.16720577,94753.597551033
0,2.35,50,0.08,273477.92095729,75782.6912651906
0,2.35,50,0.12,38419.0682816145,47948.4067219233
0,2.35,50,0.2,-153970.508377271,35430.6395574526
0,2.35,50,0.36,-285890.660923473,17686.8115136332
0,2.35,50,0.68,-364559.259964656,11139.9270254989
0,2.35,60,0.05,679298.622139171,121445.091637355
0,2.35,60,0.0525,636526.021336243,121838.050064606
0,2.35,60,0.055,580004.504881559,113182.235459006
0,2.35,60,0.06,495044.390086635,96537.6670281871
0,2.35,60,0.08,243678.220213861,75470.9981361232
0,2.35,60,0.12,-8988.12572323336,55653.6061732864
0,2.35,60,0.2,-211162.830624978,32225.2099114607
0,2.35,60,0.36,-349655.177124953,18040.0385787153
0,2.35,60,0.68,-428504.909899574,9869.09888813671
0,2.35,70,0.05,686165.759827698,143607.916659937
0,2.35,70,0.0525,608222.180290122,113465.381570182
0,2.35,70,0.055,551707.845736223,104252.576697538
0,2.35,70,0.06,457833.951629617,102489.209018115
0,2.35,70,0.08,200974.892692566,69403.5357427715
0,2.35,70,0.12,-63386.51798691,49487.3724811198
0,2.35,70,0.2,-264199.131024993,29072.3627619671
0,2.35,70,0.36,-404694.402230217,18699.4933829162
0,2.35,70,0.68,-486200.033770894,12591.5322642363
0,2.35,80,0.05,623400.393996769,128795.379438655
0,2.35,80,0.0525,556312.077017174,128969.276510527
0,2.35,80,0.055,519721.863905651,107761.226543041
0,2.35,80,0.06,426733.296274127,100335.978463842
0,2.35,80,0.08,143494.472125568,75503.201683519
0,2.35,80,0.12,-114390.882376066,56969.7121666559
0,2.35,80,0.2,-317864.51911134,36453.6502431887
0,2.35,80,0.36,-460125.287687534,19116.2710223519
0,2.35,80,0.68,-542031.398911186,12834.7097171629
0,2.35,90,0.05,605634.720228675,120517.384401706
0,2.35,90,0.0525,530162.200198012,115666.375544811
0,2.35,90,0.055,465386.034297585,114150.757159699
0,2.35,90,0.06,355804.280117865,104850.119350188
0,2.35,90,0.08,100051.751307616,81057.2834943389
0,2.35,90,0.12,-160969.260105058,58846.6387637685
0,2.35,90,0.2,-364612.501819527,35926.2441816719
0,2.35,90,0.36,-512402.453809209,18789.613882436
0,2.35,90,0.68,-598638.132592441,11614.6389003635
0,2.82,10,0.05,754598.029029421,93041.8757191225
0,2.82,10,0.0525,723859.637665501,99416.0803760387
0,2.82,10,0.055,685763.704552804,86291.2963599383
0,2.82,10,0.06,620302.838028697,78764.7242736023
0,2.82,10,0.08,428210.524384347,56355.2238822362
0,2.82,10,0.12,233477.373080445,31641.7099333118
0,2.82,10,0.2,83425.0193412856,24182.5702350674
0,2.82,10,0.36,-24235.350645019,13015.4889461869
0,2.82,10,0.68,-85754.8406435969,7621.10215223109
0,2.82,20,0.05,775586.704511954,110646.3121089
0,2.82,20,0.0525,724341.320297231,108874.018069937
0,2.82,20,0.055,683568.380112597,95749.8331737006
0,2.82,20,0.06,606786.39259547,83587.4767579775
0,2.82,20,0.08,395129.484869358,64021.7573747201
0,2.82,20,0.12,188198.948208501,41793.7534747961
0,2.82,20,0.2,10124.6675495228,28341.8530879829
0,2.82,20,0.36,-108254.133040194,13540.3009728523
0,2.82,20,0.68,-176917.030672119,8865.67950804763
0,2.82,30,0.05,736509.21640984,102907.060476874
0,2.82,30,0.0525,688614.868276887,99961.2560196492
0,2.82,30,0.055,635721.056405119,103523.358154232
0,2.82,30,0.06,580633.729189414,86675.2629102685
0,2.82,30,0.08,332337.707754921,63441.7529069817
0,2.82,30,0.12,115238.662616734,41770.9599530681
0,2.82,30,0.2,-62065.2206914448,32244.5730254923
0,2.82,30,0.36,-184407.375305405,15575.5772190535
0,2.82,30,0.68,-254652.053270872,9408.95945197098
0,2.82,40,0.05,737168.808498229,108018.344615454
0,2.82,40,0.0525,684661.437736973,101382.257454553
0,2.82,40,0.055,624908.44270895,107371.684060438
0,2.82,40,0.06,532118.006513935,95128.9160482626
0,2.82,40,0.08,298883.165055849,67961.4347378021
0,2.82,40,0.12,65018.5719343343,46716.7871136383
0,2.82,40,0.2,-124779.419034231,34396.263958789
0,2.82,40,0.36,-254190.567509204,18609.8347619325
0,2.82,40,0.68,-328346.535292803,9593.61423153062
0,2.82,50,0.05,705308.646278774,111246.628686038
0,2.82,50,0.0525,639709.16137585,104702.329062515
0,2.82,50,0.055,557828.055307668,105570.503673764
0,2.82,50,0.06,514403.068899776,97127.9471260908
0,2.82,50,0.08,251254.009621012,75173.9503349771
0,2.82,50,0.12,7086.8280479897,46414.9834549403
0,2.82,50,0.2,-192708.612766917,27706.8386664703
0,2.82,50,0.36,-320452.978677793,17287.5839095513
0,2.82,50,0.68,-394653.247572967,11957.6432916145
0,2.82,60,0.05,701733.200309384,104329.757987218
0,2.82,60,0.0525,591851.100283336,109013.852476903
0,2.82,60,0.055,555229.059343927,116744.387680199
0,2.82,60,0.06,461810.354822083,108251.350276845
0,2.82,60,0.08,210106.318043024,79441.5801699637
0,2.82,60,0.12,-45697.8458987267,48532.561719026
0,2.82,60,0.2,-252888.369021408,31279.1369715577
0,2.82,60,0.36,-381557.218075567,19284.186387628
0,2.82,60,0.68,-461320.897314389,14414.7576526948
0,2.82,70,0.05,630656.866146487,139731.984578582
0,2.82,70,0.0525,579732.407374171,131240.107938028
0,2.82,70,0.055,497806.478599226,105975.952304762
0,2.82,70,0.06,407964.688495452,98033.3097726266
0,2.82,70,0.08,160940.872087405,77557.2276714239
0,2.82,70,0.12,-98775.3941817483,49183.4726249857
0,2.82,70,0.2,-299054.255978455,31519.7309557954
0,2.82,70,0.36,-440875.6872269,19330.2513853842
0,2.82,70,0.68,-521565.120338682,14080.2098372023
0,2.82,80,0.05,596088.77448369,139589.71607193
0,2.82,80,0.0525,509144.067312699,115980.031490449
0,2.82,80,0.055,452860.606495589,109067.461607692
0,2.82,80,0.06,376537.126196326,106768.45175942
0,2.82,80,0.08,115358.603919782,76828.1126724959
0,2.82,80,0.12,-143679.19495884,56040.1173080994
0,2.82,80,0.2,-358991.836950323,35337.0888717414
0,2.82,80,0.36,-501315.586504874,18526.1603756514
0,2.82,80,0.68,-581021.959700574,13622.3577315976
0,2.82,90,0.05,544961.928843508,134995.746400164
0,2.82,90,0.0525,490003.0309728,118605.409968579
0,2.82,90,0.055,441264.25735702,96391.7874309564
0,2.82,90,0.06,332204.718024784,112532.709436319
0,2.82,90,0.08,68785.7152665833,83834.9422785045
0,2.82,90,0.12,-201959.154840764,54090.3509740495
0,2.82,90,0.2,-418848.144829482,33937.7408396033
0,2.82,90,0.36,-555724.139608446,23106.4770419065
0,2.82,90,0.68,-639542.745704277,15932.7071671055
0,3.29,10,0.05,765389.915102223,94234.0826306855
0,3.29,10,0.0525,709295.056187481,80945.9169908935
0,3.29,10,0.055,683193.918797028,75194.295397552
0,3.29,10,0.06,603984.99215259,75868.6811796934
0,3.29,10,0.08,411328.423647942,60226.1956501923
0,3.29,10,0.12,218505.696266566,38590.983546213
0,3.29,10,0.2,60189.8631802011,24159.0421397621
0,3.29,10,0.36,-43432.4645479203,12944.7558485972
0,3.29,10,0.68,-104800.102957752,8896.58480818958
0,3.29,20,0.05,756350.344785641,111250.315229212
0,3.29,20,0.0525,692668.678754398,89496.3262949486
0,3.29,20,0.055,658634.946387817,83043.9032698836
0,3.29,20,0.06,575976.102012961,87812.237708524
0,3.29,20,0.08,371810.399688931,60255.2205718263
0,3.29,20,0.12,159297.843116462,41125.3651050011
0,3.29,20,0.2,-15693.2104543218,23886.0661797067
0,3.29,20,0.36,-131727.294074565,15429.6867420939
0,3.29,20,0.68,-201970.943382764,8686.65219771402
0,3.29,30,0.05,725926.798061191,96417.4964821027
0,3.29,30,0.0525,679552.209684816,118870.429731589
0,3.29,30,0.055,646091.774166578,105603.620518664
0,3.29,30,0.06,548300.649905663,96251.9580480166
0,3.29,30,0.08,307919.144701271,66609.6018155748
0,3.29,30,0.12,89778.6263951158,45417.5429470852
0,3.29,30,0.2,-91627.9560998281,25059.4117423942
0,3.29,30,0.36,-216326.060396258,18398.5946752336
0,3.29,30,0.68,-286237.914975868,12434.7040847266
0,3.29,40,0.05,675942.502502407,123911.008045618
0,3.29,40,0.0525,629353.817646702,106107.018005887
0,3.29,40,0.055,577788.262346646,110035.794735567
0,3.29,40,0.06,485863.691812902,96711.4239312504
0,3.29,40,0.08,275563.709221594,68816.6362815859
0,3.29,40,0.12,31656.319605164,47264.122099418
0,3.29,40,0.2,-164483.295071073,31136.4013268926
0,3.29,40,0.36,-290645.31354414,19450.6073731549
0,3.29,40,0.68,-364410.685119639,13010.4510609731
0,3.29,50,0.05,632468.928814193,133458.238399605
0,3.29,50,0.0525,599414.839958167,116645.017604292
0,3.29,50,0.055,550797.482192607,103415.145157932
0,3.29,50,0.06,452975.713732853,108604.477052102
0,3.29,50,0.08,222407.943731846,80105.829067432
0,3.29,50,0.12,-36071.1064798572,51344.7453452974
0,3.29,50,0.2,-230606.318228812,32193.0357345705
0,3.29,50,0.36,-361642.056074408,18577.1308159393
0,3.29,50,0.68,-436325.060298113,13427.6580847443
0,3.29,60,0.05,614011.604304177,107574.385950218
0,3.29,60,0.0525,545147.042358701,108848.664446533
0,3.29,60,0.055,506486.161550478,113930.933955559
0,3.29,60,0.06,415218.680817223,96447.1853287443
0,3.29,60,0.08,165700.171503521,77961.6849626553
0,3.29,60,0.12,-77338.0100452093,49847.0945828528
0,3.29,60,0.2,-295463.85016036,31739.8114975304
0,3.29,60,0.36,-425968.321356389,21238.8589008334
0,3.29,60,0.68,-507085.662734369,14804.0519485107
0,3.29,70,0.05,575321.973877758,122502.599813839
0,3.29,70,0.0525,524769.049223752,120850.353467122
0,3.29,70,0.055,432612.924073814,114728.225038876
0,3.29,70,0.06,375275.470553601,111734.687502418
0,3.29,70,0.08,116194.708502465,76214.5367914362
0,3.29,70,0.12,-147114.108105604,48214.6238978214
0,3.29,70,0.2,-356571.50280469,34260.783018536
0,3.29,70,0.36,-491493.261519077,23042.7503969723
0,3.29,70,0.68,-572421.531401741,15910.4618471041
0,3.29,80,0.05,534209.859646649,126125.3988573
0,3.29,80,0.0525,477560.758340718,110950.428796986
0,3.29,80,0.055,409476.051317507,111335.870472287
0,3.29,80,0.06,313541.872536229,94725.8261812508
0,3.29,80,0.08,63623.5957656194,80270.3576043495
0,3.29,80,0.12,-206056.827534274,55766.3900371705
0,3.29,80,0.2,-413289.756401661,32169.8378237606
0,3.29,80,0.36,-549311.37171073,21219.5783741396
0,3.29,80,0.68,-638101.237259138,15558.7094385061
0,3.29,90,0.05,488467.030700733,128816.31024504
0,3.29,90,0.0525,411374.765166917,131703.651086704
0,3.29,90,0.055,368002.262764526,129693.363974671
0,3.29,90,0.06,288022.584589963,115778.610774241
0,3.29,90,0.08,1024.30941367511,81117.1995733429
0,3.29,90,0.12,-256114.320694016,50810.9174054337
0,3.29,90,0.2,-467102.245048699,36761.2446726166
0,3.29,90,0.36,-610417.93716983,22909.1489944088
0,3.29,90,0.68,-695801.176263176,18347.551496398
0,3.76,10,0.05,736974.982847553,95440.395901064
0,3.76,10,0.0525,679071.591668681,91934.2110121235
0,3.76,10,0.055,646449.995838272,80065.0061884765
0,3.76,10,0.06,593680.021980006,75924.6370984586
0,3.76,10,0.08,380995.368773063,60710.0098361178
0,3.76,10,0.12,186391.361147967,45978.9938082466
0,3.76,10,0.2,27497.6718985709,24090.0432535654
0,3.76,10,0.36,-78752.7683448334,14407.1761813947
0,3.76,10,0.68,-137987.031091596,9562.58811144573
0,3.76,20,0.05,688694.329625337,111035.754803296
0,3.76,20,0.0525,660755.425354173,101400.312650203
0,3.76,20,0.055,606549.978967574,100109.483895284
0,3.76,20,0.06,528003.453735221,82668.272214185
0,3.76,20,0.08,324648.647028954,62222.3133732343
0,3.76,20,0.12,98336.2892689242,47720.6492629541
0,3.76,20,0.2,-72938.6788710146,32118.4395262675
0,3.76,20,0.36,-184028.118929464,16025.5150876793
0,3.76,20,0.68,-252776.369275311,13850.881605954
0,3.76,30,0.05,650421.542798371,100748.52391216
0,3.76,30,0.0525,610837.23936705,102503.902007703
0,3.76,30,0.055,561577.261741734,102051.876012047
0,3.76,30,0.06,469029.935990986,93403.5581835622
0,3.76,30,0.08,240246.031742475,75118.9496921551
0,3.76,30,0.12,25784.9321259614,45644.402156385
0,3.76,30,0.2,-157103.675378375,33787.9374122432
0,3.76,30,0.36,-281845.230483294,21527.2554019483
0,3.76,30,0.68,-352054.054994367,13835.4755491505
0,3.76,40,0.05,630659.31852495,117309.956278052
0,3.76,40,0.0525,567273.391191041,111288.903201024
0,3.76,40,0.055,510930.013698222,96311.1873257272
0,3.76,40,0.06,414989.388690447,94203.0117035997
0,3.76,40,0.08,173365.844880296,68814.3033545914
0,3.76,40,0.12,-40785.0192509903,46909.6129598475
0,3.76,40,0.2,-242374.51788098,28460.6474957124
0,3.76,40,0.36,-368986.078027912,20694.9951295189
0,3.76,40,0.68,-439165.900818438,18694.7872521874
0,3.76,50,0.05,576619.785141273,109613.152044701
0,3.76,50,0.0525,501416.309604269,121261.875705345
0,3.76,50,0.055,427800.965728837,108275.933224391
0,3.76,50,0.06,368124.026671685,101497.869025716
0,3.76,50,0.08,116350.597291249,72621.6264433887
0,3.76,50,0.12,-127828.500701576,57536.4494482029
0,3.76,50,0.2,-316641.257595115,36058.1176472091
0,3.76,50,0.36,-449431.669246695,23859.558448465
0,3.76,50,0.68,-524230.487957991,20752.4926238117
0,3.76,60,0.05,512599.605163916,115431.278356586
0,3.76,60,0.0525,458388.126756084,125561.604080329
0,3.76,60,0.055,413767.477652651,109221.26266566
0,3.76,60,0.06,312984.043465486,102604.244431624
0,3.76,60,0.08,56171.2249840259,81025.0951758336
0,3.76,60,0.12,-189402.808996658,54252.8840842128
0,3.76,60,0.2,-386308.311686627,31508.3283359282
0,3.76,60,0.36,-525347.472150278,25994.3420212065
0,3.76,60,0.68,-604171.039744342,19949.60741159
0,3.76,70,0.05,461110.454869023,123005.640044015
0,3.76,70,0.0525,397470.419469502,119831.562442866
0,3.76,70,0.055,360761.71395635,101533.525244189
0,3.76,70,0.06,247253.008287252,88761.3003497957
0,3.76,70,0.08,-1947.74568082021,75099.7246135115
0,3.76,70,0.12,-249549.202440806,52751.1287342541
0,3.76,70,0.2,-450519.693593587,36976.8389066865
0,3.76,70,0.36,-597108.96948818,26063.1450965461
0,3.76,70,0.68,-679845.122464603,20148.3994795378
0,3.76,80,0.05,426680.134113664,127467.892233695
0,3.76,80,0.0525,340079.263354663,132216.737564713
0,3.76,80,0.055,313731.17342245,105438.527792807
0,3.76,80,0.06,192890.7598418,114469.758724197
0,3.76,80,0.08,-56977.7054659956,65658.0374485815
0,3.76,80,0.12,-319342.932311216,62666.7881493576
0,3.76,80,0.2,-529877.751581109,36807.5506837658
0,3.76,80,0.36,-669387.532187124,27848.460909153
0,3.76,80,0.68,-748168.162164739,21552.6105525503
0,3.76,90,0.05,366633.211507878,136103.069505262
0,3.76,90,0.0525,292274.365268107,132409.356847256
0,3.76,90,0.055,236713.460217666,127831.773186621
0,3.76,90,0.06,143828.401833204,116058.563314231
0,3.76,90,0.08,-114901.559064833,81985.4136298739
0,3.76,90,0.12,-383047.770467062,57937.0301118492
0,3.76,90,0.2,-582200.856309013,38549.2344056691
0,3.76,90,0.36,-735044.532637497,31163.2925709535
0,3.76,90,0.68,-818285.848983505,25218.8161764384
5,0,10,0.05,88439.343013187,20152.1322615698
5,0,10,0.0525,79335.0816155039,20953.4611994867
5,0,10,0.055,72307.1386686258,19764.3694686787
5,0,10,0.06,53172.3900034621,19286.1455767739
5,0,10,0.08,16793.5375791474,12448.7858983794
5,0,10,0.12,-27318.9696749781,8271.35653275326
5,0,10,0.2,-61457.1407397185,4867.4190275907
5,0,10,0.36,-85047.2453375413,3168.89686856706
5,0,10,0.68,-98203.2916067239,1527.39791928656
5,0,20,0.05,35084.4798069115,19870.9819087093
5,0,20,0.0525,22488.8605271216,20389.3208114799
5,0,20,0.055,16337.4438410198,22665.0232158366
5,0,20,0.06,-741.614552984762,18653.1237100596
5,0,20,0.08,-48238.0323993187,12864.2305956073
5,0,20,0.12,-96257.6934912148,9436.65006839951
5,0,20,0.2,-134234.921501119,5842.30845570979
5,0,20,0.36,-158661.435161112,3245.99332763711
5,0,20,0.68,-173656.821541131,1622.21655680432
5,0,30,0.05,-18965.3246167345,23856.4648659075
5,0,30,0.0525,-28309.958917065,23812.7133927233
5,0,30,0.055,-41296.8734741963,19921.0644398893
5,0,30,0.06,-60420.0701834769,19355.5740677627
5,0,30,0.08,-109025.763052432,16318.0111853329
5,0,30,0.12,-159751.071072981,10781.543199249
5,0,30,0.2,-196841.055517293,5648.09169192931
5,0,30,0.36,-224029.141284998,3380.94854459777
5,0,30,0.68,-239932.787172889,1793.40281782359
5,0,40,0.05,-70610.2746560153,27460.162449777
5,0,40,0.0525,-83874.9705645003,24266.7907145903
5,0,40,0.055,-97152.8318365464,22896.0815708189
5,0,40,0.06,-112597.813742652,19854.3647531668
5,0,40,0.08,-162965.355677952,17853.0418863547
5,0,40,0.12,-215804.101450558,9270.91150096321
5,0,40,0.2,-257103.497702063,5711.63158498418
5,0,40,0.36,-285735.514510952,3150.49677570636
5,0,40,0.68,-301209.931023663,2048.82870988018
5,0,50,0.05,-122694.764303372,27465.7660057212
5,0,50,0.0525,-137922.704200291,27814.3481729451
5,0,50,0.055,-148966.300779491,24577.6220950788
5,0,50,0.06,-165440.603312764,23680.4331719249
5,0,50,0.08,-218710.685678228,13742.4876822574
5,0,50,0.12,-269604.731626312,11091.4060067139
5,0,50,0.2,-313745.524290109,6930.73569261692
5,0,50,0.36,-341971.076956577,3361.94859826461
5,0,50,0.68,-358276.98340649,2005.53799211346
5,0,60,0.05,-172054.081837226,27772.1566591349
5,0,60,0.0525,-179765.784012363,26756.0377596274
5,0,60,0.055,-198598.61830319,25146.9191465454
5,0,60,0.06,-212712.201456571,19714.3328791137
5,0,60,0.08,-268529.528191504,16892.4242821844
