"Salinity (g kg-1)","-5","-4","-3","-2","-1","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35"
30,0.00226272548775064,0.00217838531190611,0.00209903776016011,0.0020242795037514,0.00195374846915553,0.00188711874825024,0.0018240962405524,0.00176441490780126,0.00170783354300925,0.00165413297356543,0.00160311363201282,0.00155459343946152,0.00150840595580645,0.0014643987584302,0.0014224320172258,0.00138237723884005,0.00134411615722361,0.00130753975104725,0.00127254737143558,0.00123904596588707,0.00120694938627698,0.00117617777054594,0.00114665698911784,0.00111831814831091,0.00109109714404223,0.00106493426000918,0.00103977380528564,0.00101556378691692,0.000992255613652661,0.000969803827434402,0.000948165859667445,0.000927301809663046,0.000907174242946607,0.000887748007396302,0.000868990065410741,0.000850869340508624,0.000833356576941977,0.000816424211061128,0.000800046253306979,0.000784198179826977,0.00076885683281762
31,0.00226692260066819,0.00218245693959017,0.00210299063012999,0.00202811982157318,0.00195748197090237,0.00189075074654023,0.0018276316650846,0.00176785834116005,0.00171118925238433,0.00165740493893381,0.0016063055712458,0.00155770883075032,0.00151144805774289,0.00146737062803033,0.00142533652614419,0.00138521708798819,0.00134689388997721,0.00131025776520263,0.00127520793005458,0.00124165120715215,0.00120950133246281,0.00117867833620088,0.0011491079885372,0.00112072130237428,0.00109345408647869,0.00106724654314683,0.00104204290533546,0.00101779110883557,0.000994442495623666,0.000971951545003213,0.00095027562956183,0.000929374793327145,0.000909211549813973,0.000889750697924703,0.000870959153899223,0.000852805797715279,0.00083526133251909,0.000818298155822762,0.000801890241342634,0.000786013030473669,0.000770643332501605
32,0.00227115573779055,0.00218656289949316,0.00210697624953681,0.00203199140615753,0.00196124534869102,0.00189441131477634,0.00183119443148912,0.0017713279603755,0.00171457005826015,0.00166070097320957,0.00160952060910363,0.00156084640363771,0.00151451147380804,0.00147036299046342,0.00142826074967671,0.00138807591376771,0.00134968989900566,0.00131299339050133,0.00127788546769781,0.00124427282629325,0.00121206908446107,0.00118119416294413,0.00115157373004368,0.0011231387037473,0.00109582480427896,0.00106957215124003,0.00104432490026598,0.00102003091477168,0.000996641468914422,0.000974110978383152,0.000952396756035489,0.000931458789762242,0.000911259540269024,0.000891763756734267,0.000872938308537611,0.000854752031457533,0.000837175586916186,0.000820181333006359,0.000803743206173251,0.000787836612544858,0.000772438328011539
33,0.00227542489911772,0.00219070319161507,0.00211099461838058,0.00203589425750445,0.00196503860252147,0.00189810045295855,0.00183478453976594,0.00177482376544761,0.00171797596063673,0.00166402107639269,0.00161275874558631,0.0015640061581237,0.00151759620400191,0.00147337584572949,0.00143120468782338,0.0013909537161786,0.00135250418430898,0.00131574662694335,0.00128057998436526,0.00124691082331037,0.00121465264227175,0.00118372525077567,0.00115405421363729,0.00112557035242996,0.00109820929744302,0.00107191108428878,0.00104661979007721,0.00102228320472525,0.000998852533524931,0.000976282127574219,0.000954529239088423,0.000933553798968337,0.000913318214311763,0.000893787183824995,0.000874927529325904,0.000856708041735387,0.000839099340133265,0.000822073742611919,0.00080560514779883,0.000789668926040544,0.000774241819347423
34,0.00227973008464971,0.00219487781595591,0.00211504573666129,0.00203982837561393,0.00196886173239372,0.00190181816108688,0.00183840198991508,0.00177834575637638,0.00172140695951405,0.00166736524848318,0.00161601998069385,0.00156718809420829,0.0015207022483245,0.00147640919382851,0.00143416834058417,0.00139385049522088,0.00135533674588715,0.00131851747452869,0.00128329148005693,0.00124956519820351,0.00121725200589484,0.00118627159969552,0.00115654943931802,0.00112801624842228,0.00110060756597088,0.00107426334229308,0.00104892757476913,0.00102454797869627,0.00100107568945519,0.000978464992576416,0.00095667307872063,0.00093565982094543,0.000915387571942189,0.000895820979196886,0.000876926816264103,0.000858673828548839,0.000841032592170329,0.000823975384639442,0.00080747606621937,0.000791509970960728,0.000776053806509256
35,0.00228407129438651,0.00219908677251567,0.00211912960437895,0.00204379376048597,0.00197271473830779,0.00190556443916133,0.00184204678193653,0.00178189393316182,0.00172486305489213,0.00167073348948104,0.00161930431442623,0.00157039221189146,0.0015238296067758,0.00147946303476051,0.00143715170795911,0.00139676625089454,0.00135818758374017,0.00132130593325735,0.00128601995477282,0.00125223595097267,0.00121986717533036,0.00118883320970367,0.00115905940708587,0.00113047639172424,0.00110301960986255,0.00107662892525293,0.00105124825434176,0.00102682523668476,0.0010033109367052,0.00098065957338974,0.000958828274932112,0.000937776855693521,0.000917467613160302,0.000897865142849939,0.000878936169352206,0.000860649391897891,0.000842975343027375,0.000825886259088928,0.000809355961434873,0.000793359747305409,0.000777874289497038
36,0.00228844852832812,0.00220333006129436,0.00212324622153355,0.00204779041212057,0.00197659762026365,0.00190933928718188,0.00184571891583029,0.00178546829580391,0.00172834424677095,0.00167412579938627,0.00162261174678347,0.00157361851117324,0.00152697827935583,0.00148253736852546,0.00144015478994818,0.00139970098319958,0.00136105669786805,0.00132411200312933,0.00128876540851293,0.00125492308161785,0.00122249815057829,0.00119141008080011,0.00116158411694084,0.00113295078233584,0.00110544542911802,0.00107900783316834,0.00105358182879508,0.00102911497869072,0.00100555827527497,0.000982865870014193,0.000960994827722867,0.000939904903212609,0.000919558337966102,0.000899919674784156,0.000880955588590216,0.000862634731782542,0.000844927592704405,0.000827806365960377,0.000811244833445337,0.000795218255074588,0.00077970326831077
37,0.00229286178647454,0.00220760768229198,0.00212739558812509,0.00205181833051774,0.00198051037826133,0.00191314270514855,0.00184941839159636,0.00178906884430267,0.00173185053515053,0.00167754217819887,0.00162594227776555,0.0015768669920536,0.00153014826606456,0.00148563219512339,0.0014431775865514,0.00140265469213599,0.00136394408827078,0.00132693568414462,0.00129152784127727,0.00125762659013906,0.00122514493163865,0.00119400221298486,0.00116412356888293,0.0011354394202571,0.00110788502373728,0.0010814000660393,0.00105592829812911,0.00103141720471413,0.00100781770516448,0.000985083882449775,0.000963172737092897,0.000942043963502696,0.000921659746359588,0.000901984574999536,0.00088298507397813,0.000864629848202792,0.000846889341201419,0.000829735705253788,0.000813142682250763,0.000797085494268264,0.000781540742950451
38,0.00229731106882578,0.00221191963550853,0.00213157770415358,0.00205587751567747,0.0019844530123008,0.00191697469306133,0.00185314520923474,0.00179269557865809,0.00173538192003085,0.00168098262591884,0.00162929590737249,0.00158013765453257,0.00153333956690202,0.00148874751455428,0.00144622009776874,0.00140562737770379,0.00136684975494837,0.00132977697630324,0.00129430725306582,0.00126034647653628,0.00122780751851142,0.0011966096062579,0.00116667776291215,0.001137942305488,0.00111033839372035,0.0010838056238658,0.00105828766234384,0.001033731914755,0.00101008922637375,0.000987313610696485,0.000965362003042201,0.00094419403656378,0.000923771838340762,0.000904059843496079,0.00088502462551595,0.000866634741158642,0.000848860588518416,0.000831674276969162,0.000815049507851151,0.000798961464886438,0.000783386713416081
39,0.00230179637538183,0.00221626592094401,0.00213579256961901,0.00205996796759977,0.00198842552238209,0.00192083525092023,0.00185689936874544,0.00179634849887017,0.00173893840141192,0.00168444714254618,0.00163267263560428,0.00158343049861012,0.00153655218186819,0.00149188332681814,0.00144928232360023,0.00140861903990296,0.00136977369790082,0.00133263587960518,0.0012971036438786,0.00126308274080952,0.00123048591119662,0.00119923226061925,0.00116924669902849,0.00114045943802855,0.00111280553906722,0.00108622450664787,0.00106065992143927,0.00103605910881333,0.00101237283890277,0.000989555054754324,0.000967562625570779,0.000946355122395862,0.000925894613909623,0.000906145480273786,0.000887074243203675,0.00086864941065009,0.000850841334655396,0.000833622081106499,0.0008169653102465,0.000800846166929109,0.000785241179707661
40,0.00230631770614269,0.00222064653859841,0.00214004018452139,0.00206408968628463,0.00199242790850518,0.00192472437872524,0.00186068087012845,0.00180002760493891,0.00174251997929375,0.00168793572808088,0.00163607246246093,0.00158674552428628,0.00153978611096308,0.00149503963191496,0.00145236426404585,0.00141162967873351,0.00137271591712812,0.00133551239405043,0.0012999170137156,0.00126583538295878,0.00123318010969424,0.00120187017606889,0.00117183037723195,0.00114299081787875,0.00111528645977789,0.00108865671438548,0.0010630450754154,0.00103839878688913,0.00101466854275154,0.000991808214623291,0.000969774604678631,0.000948527220998942,0.00092802807306617,0.000908241485332656,0.000889133927041305,0.000870673856677138,0.00085283157961236,0.000835579117665799,0.000818890089436812,0.000802739600396278,0.00078710414182519
